folder,video_file,video_path,caption
Metal 0070,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Metal 0070/btf_sequence.mp4,"The video clip features a close-up view of a metallic surface, likely a floor or a wall, with a distinctive diamond plate pattern. The surface appears to be made of steel or a similar material, characterized by its textured, raised diamond shapes that provide grip and durability. The color of the surface is a muted gray, with some areas showing signs of wear and discoloration, indicating exposure to the elements or frequent use. These flashes create a stark contrast between the illuminated and shadowed areas, highlighting the texture and contours of the"
Paving Stones 136,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 136/btf_sequence.mp4,"The video clip features a close-up view of a tiled floor. The tiles are square and arranged in a grid pattern. The grout lines between the tiles are visible and appear to be a slightly darker shade, possibly gray or beige. The surface of the tiles shows some signs of wear and tear, such as minor scratches and small imperfections. The overall scene is static, with no movement or action taking place"
Paving Stones 089,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 089/btf_sequence.mp4,"The video clip depicts a close-up view of a brick wall. The bricks are arranged in a grid pattern, with each brick having a rectangular shape. The wall appears to be made of concrete or a similar material, as evidenced by the smooth, slightly glossy surface. The bricks themselves are a muted brown color, with some variation in shade, giving the wall a somewhat weathered appearance. Notably, there are patches of green moss or algae growing between the bricks, particularly concentrated in certain areas. These green growths add a touch of color to the otherwise monochromatic wall. The moss appears to be thriving in the crevices"
Fabric 049,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 049/btf_sequence.mp4,"The video clip features a close-up view of a quilted fabric surface. The fabric appears to be made of a smooth, glossy material, likely a type of synthetic or coated textile. The quilted pattern consists of a series of square or diamond-shaped sections, each separated by stitching lines. The stitching lines are evenly spaced and create a grid-like structure across the fabric. The quilted sections are filled with a soft, fluffy material, giving the fabric a puffy and textured appearance. The fabric appears"
Tiles 033,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 033/btf_sequence.mp4,"The video clip features a close-up view of a wall covered in yellow tiles. The tiles are arranged in a grid pattern, with each tile being rectangular and uniformly sized. The overall color of the tiles is a vibrant shade of yellow, giving the wall a consistent and uniform appearance. The perspective of the camera remains fixed, providing a detailed view of the tiles and their arrangement."
1946 Ceramic 004,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1946 Ceramic 004/btf_sequence.mp4,"The video clip features a close-up view of a metallic surface with a distinctive geometric pattern. The pattern consists of a series of interconnected triangles and squares, creating a tessellated design. The triangles are arranged in a way that they form a larger, more complex shape, while the squares serve as the connecting elements between the triangles. The surface appears to be made of a reflective material, likely metal, as it shows a shiny, polished finish with slight reflections visible on its surface. The overall color palette of the surface is a mix of silver and gray tones, with some areas showing a slightly darker shade, possibly due to wear or shadowing"
Brown Leather 2,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Brown Leather 2/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a wall. The texture appears to be rough and uneven, with visible lines and creases that give it a somewhat abstract appearance. The overall composition is simple, focusing solely on the texture and color of the material. The camera remains stationary throughout the clip, providing a consistent view of the surface."
1899 Leather 002 Bitmap,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1899 Leather 002 Bitmap/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a similar material. The texture is characterized by a series of small, raised bumps or nodules that create a rough, uneven appearance. The surface is predominantly white or light-colored, with the bumps distributed across the entire visible area. The bumps vary in size and shape, with some appearing more prominent and others blending into the overall texture. The overall effect is a sense of depth and tactile quality, as"
Faux Leather Tiles 01,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Faux Leather Tiles 01/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a wall or a panel. The surface is composed of a grid-like pattern made up of small, square tiles. The overall effect is a modern and sleek design, likely intended for use in a contemporary interior setting. The camera remains stationary throughout the"
632 Metal 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/632 Metal 006/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a material with a similar appearance. The surface is predominantly white or light-colored, with a series of diagonal lines and creases running across it. These lines create a sense of depth and movement, giving the impression of a dynamic pattern. The texture appears to be somewhat rough, with visible fibers or threads that add to the overall visual interest. The overall effect is one of a detailed, almost abstract representation of the material, emphasizing its"
1454 Base Wood,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1454 Base Wood/btf_sequence.mp4,"The video clip features a dynamic and abstract background with a predominantly dark color scheme. The texture appears to be a combination of dark gray and black, with subtle variations in shading that create a sense of depth and dimension. Superimposed on this dark background are intricate, wavy lines that flow diagonally across the frame. These lines are a lighter shade, possibly a golden or yellow hue, which contrasts sharply with the dark background, making them stand out prominently. The lines are not uniform; they vary in thickness and intensity, adding to the overall complexity and visual interest of the scene. The movement of the lines gives the impression of a fluid"
920 Ceramic Mat,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/920 Ceramic Mat/btf_sequence.mp4,"The video clip features a close-up view of a patterned floor, which appears to be made of tiles arranged in a geometric design. The tiles are square-shaped and come in various colors, including shades of green, white, and gray. The pattern consists of alternating tiles in these colors, creating a checkered or diamond-like appearance. The surface of the tiles seems to have a textured, almost rough texture, with some areas appearing more worn or damaged than others. There are visible cracks and imperfections on the tiles, adding to the overall worn and aged look of the floor."
